period,artifact,dcterms:coverage_temporal,xsd:gDate_earliestStart,xsd:gDate_latestStart,xsd:gDate_earliestEnd,xsd:gDate_latestEnd,skos:CloseMatch,significance,source_name
41RG37,Prehistoric,,,-12550,1690,,,0.062,"AR-TX_BVRA_02-267.txt"
41RG13,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.125,"AR-TX_BVRA_02-267.txt"
41RG77,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.062,"AR-TX_BVRA_02-267.txt"
41RG83,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.062,"AR-TX_BVRA_02-267.txt"
41RG67,Prehistoric,,,-12550,1690,,,0.125,"AR-TX_BVRA_02-267.txt"
41RG24,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.062,"AR-TX_BVRA_02-267.txt"
41RG13,Archaic,,,-6850,0650,0750,http://n2t.net/ark:/99152/p07fthdxxsh,0.125,"AR-TX_BVRA_02-267.txt"
41RG67,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.125,"AR-TX_BVRA_02-267.txt"
41RG69,Prehistoric,,,-12550,1690,,,0.062,"AR-TX_BVRA_02-267.txt"
41RG32,Prehistoric,,,-12550,1690,,,0.062,"AR-TX_BVRA_02-267.txt"
41RG3,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.062,"AR-TX_BVRA_02-267.txt"
41RG13,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.125,"AR-TX_BVRA_02-267.txt"
41CN183,Prehistoric,,,-12550,1690,,,1.0,"AR-TX COEF 01.1982.04a.txt"
41CN183,Prehistoric,,,-12550,1690,,,1.0,"AR-TX COEF 01.1982.04_Hords_Creek_Lake.txt"
41CN183,Prehistoric,,,-12550,1690,,,1.0,"AR-TX COEF 01.1982.04.txt"
41UT27,Prehistoric,,,-12550,1690,,,0.429,"AR-TX_ECC_01.2008-06.txt"
41UT41,Prehistoric,,,-12550,1690,,,0.286,"AR-TX_ECC_01.2008-06.txt"
41BX256,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.2,"AR-TX_ECC_01-2008-09.txt"
41BX254,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.2,"AR-TX_ECC_01-2008-09.txt"
41BX1628,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.2,"AR-TX_ECC_01-2008-09.txt"
41BX1621,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.2,"AR-TX_ECC_01-2008-09.txt"
41UV3,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"AR-TX_EHA_02-040381.txt"
41TV49,Paleoindian,Lanceolate Projectile Point,,,,,,0.333,"AR-TX_EHA_02-040381.txt"
41WM235,Paleoindian,Lanceolate Projectile Point,,,,,,0.333,"AR-TX_EHA_02-040381.txt"
41WM778,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.001,"AR-TX_EHA_02-060270.txt"
41TV150,Prehistoric,,,-12550,1690,,,0.04,"AR-TX_EHA_02-060270.txt"
41WM958,Late Paleoindian,,,-8050,-6050,,http://n2t.net/ark:/99152/p0m448vm427,0.001,"AR-TX_EHA_02-060270.txt"
41TV1417,Prehistoric,,,-12550,1690,,,0.012,"AR-TX_EHA_02-060270.txt"
41WM1132,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.011,"AR-TX_EHA_02-060270.txt"
41WM464,Late Archaic Period,,,-2299,0400,1200,http://n2t.net/ark:/99152/p0t3585b2rd,0.001,"AR-TX_EHA_02-060270.txt"
41TV540,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.011,"AR-TX_EHA_02-060270.txt"
41WM419,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.002,"AR-TX_EHA_02-060270.txt"
41TV1256,,Pedernales Dart,2999,,,1999,,0.015,"AR-TX_EHA_02-060270.txt"
41TV1991,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.008,"AR-TX_EHA_02-060270.txt"
41WM1026,Prehistoric,,,-12550,1690,,,0.01,"AR-TX_EHA_02-060270.txt"
41TV1981,,Angostura Point,9999,,,7999,,0.015,"AR-TX_EHA_02-060270.txt"
41WM1025,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.018,"AR-TX_EHA_02-060270.txt"
41WM956,Paleoindian period,Clovis Point,1999,,,9999,,0.001,"AR-TX_EHA_02-060270.txt"
41WM1022,Prehistoric,,,-12550,1690,,,0.008,"AR-TX_EHA_02-060270.txt"
41WM130,Toyah,Leon Plain Ceramics,750,,,350,,0.004,"AR-TX_EHA_02-060270.txt"
41WM1012,Oakalla,,,-3150,-2650,,http://n2t.net/ark:/99152/p0qkjhbrv6d,0.024,"AR-TX_EHA_02-060270.txt"
41TV1417,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.012,"AR-TX_EHA_02-060270.txt"
41HY166,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.002,"AR-TX_EHA_02-060270.txt"
41TV410,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.051,"AR-TX_EHA_02-060270.txt"
41TV1278,,Gower Point,8499,,,6999,,0.016,"AR-TX_EHA_02-060270.txt"
41TV435,Early Archaic Period,Angostura Point,9999,,,7999,,0.001,"AR-TX_EHA_02-060270.txt"
41TV540,Prehistoric,,,-12550,1690,,,0.011,"AR-TX_EHA_02-060270.txt"
41TV456,Prehistoric,,,-12550,1690,,,0.021,"AR-TX_EHA_02-060270.txt"
41WM1019,Prehistoric,,,-12550,1690,,,0.008,"AR-TX_EHA_02-060270.txt"
41TV1973,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.007,"AR-TX_EHA_02-060270.txt"
41TV540,,Pedernales Dart,2999,,,1999,,0.011,"AR-TX_EHA_02-060270.txt"
41TV2105,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.001,"AR-TX_EHA_02-060270.txt"
41WM1024,Prehistoric,,,-12550,1690,,,0.007,"AR-TX_EHA_02-060270.txt"
41TV1198,Late Archaic,Ensor Dart,2199,,,1400,,0.001,"AR-TX_EHA_02-060270.txt"
41TV2132,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.013,"AR-TX_EHA_02-060270.txt"
41WM558,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.001,"AR-TX_EHA_02-060270.txt"
41TV1978,Prehistoric,,,-12550,1690,,,0.012,"AR-TX_EHA_02-060270.txt"
41WM35,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.002,"AR-TX_EHA_02-060270.txt"
41WM1023,Oakalla,,,-3150,-2650,,http://n2t.net/ark:/99152/p0qkjhbrv6d,0.018,"AR-TX_EHA_02-060270.txt"
41TV1260,Prehistoric,,,-12550,1690,,,0.01,"AR-TX_EHA_02-060270.txt"
41TV1278,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.016,"AR-TX_EHA_02-060270.txt"
41TV1977,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.017,"AR-TX_EHA_02-060270.txt"
41WM815,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.004,"AR-TX_EHA_02-060270.txt"
41BC65,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.001,"AR-TX_EHA_02-060270.txt"
41WM1010,,Darl Dart,2499,,,1300,,0.021,"AR-TX_EHA_02-060270.txt"
41TV436,Early Archaic Period,Bell Point,7999,,,5499,,0.002,"AR-TX_EHA_02-060270.txt"
41TV456,Late Archaic,Ensor Point,2199,,,1400,,0.021,"AR-TX_EHA_02-060270.txt"
41TV410,Prehistoric,,,-12550,1690,,,0.051,"AR-TX_EHA_02-060270.txt"
41WM1010,Late Archaic Period,Fairland Dart,2999,,,1500,,0.021,"AR-TX_EHA_02-060270.txt"
41WM962,Middle Archaic,,,-4050,-2050,,http://n2t.net/ark:/99152/p0m448v3gsp,0.004,"AR-TX_EHA_02-060270.txt"
41WM1019,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.008,"AR-TX_EHA_02-060270.txt"
41TV456,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.021,"AR-TX_EHA_02-060270.txt"
41WM470,Late Archaic Period,,,-2299,0400,1200,http://n2t.net/ark:/99152/p0t3585b2rd,0.001,"AR-TX_EHA_02-060270.txt"
41TV455,Prehistoric,,,-12550,1690,,,0.013,"AR-TX_EHA_02-060270.txt"
41WM718,Early Archaic,Martindale Dart,6999,,,4999,,0.001,"AR-TX_EHA_02-060270.txt"
41WM1020,Prehistoric,,,-12550,1690,,,0.006,"AR-TX_EHA_02-060270.txt"
41WM1017,Oakalla,,,-3150,-2650,,http://n2t.net/ark:/99152/p0qkjhbrv6d,0.01,"AR-TX_EHA_02-060270.txt"
41WM1012,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.024,"AR-TX_EHA_02-060270.txt"
41TV314,Middle Archaic,,,-4050,-2050,,http://n2t.net/ark:/99152/p0m448v3gsp,0.001,"AR-TX_EHA_02-060270.txt"
41TV1990,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.011,"AR-TX_EHA_02-060270.txt"
41WM1064,Prehistoric,,,-12550,1690,,,0.013,"AR-TX_EHA_02-060270.txt"
41TV1260,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.01,"AR-TX_EHA_02-060270.txt"
41TV1893,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.01,"AR-TX_EHA_02-060270.txt"
41WM1021,Prehistoric,,,-12550,1690,,,0.006,"AR-TX_EHA_02-060270.txt"
41TV1400,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.013,"AR-TX_EHA_02-060270.txt"
41WM469,Late Archaic Period,,,-2299,0400,1200,http://n2t.net/ark:/99152/p0t3585b2rd,0.004,"AR-TX_EHA_02-060270.txt"
41WM824,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.001,"AR-TX_EHA_02-060270.txt"
41WM1010,Oakalla,,,-3150,-2650,,http://n2t.net/ark:/99152/p0qkjhbrv6d,0.021,"AR-TX_EHA_02-060270.txt"
41WM1084,Middle Archaic,,,-4050,-2050,,http://n2t.net/ark:/99152/p0m448v3gsp,0.001,"AR-TX_EHA_02-060270.txt"
41TV1268,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.01,"AR-TX_EHA_02-060270.txt"
41TV435,Early Archaic Period,Bell Point,7999,,,5499,,0.001,"AR-TX_EHA_02-060270.txt"
41TV1401,Prehistoric,,,-12550,1690,,,0.008,"AR-TX_EHA_02-060270.txt"
41TV1278,,Angostura Point,9999,,,7999,,0.016,"AR-TX_EHA_02-060270.txt"
41TV1971,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.012,"AR-TX_EHA_02-060270.txt"
41TV1982,Prehistoric,,,-12550,1690,,,0.017,"AR-TX_EHA_02-060270.txt"
41TV455,Late Archaic,Ensor Point,2199,,,1400,,0.013,"AR-TX_EHA_02-060270.txt"
41WM1101,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.004,"AR-TX_EHA_02-060270.txt"
41TV1772,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.001,"AR-TX_EHA_02-060270.txt"
41WM961,,Fairland Dart,2999,,,1500,,0.004,"AR-TX_EHA_02-060270.txt"
41TV42,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.001,"AR-TX_EHA_02-060270.txt"
41TV1275,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.013,"AR-TX_EHA_02-060270.txt"
41TV1981,,Gower Point,8499,,,6999,,0.015,"AR-TX_EHA_02-060270.txt"
41WM235,Paleoindian period,,,-9550,-6850,,http://n2t.net/ark:/99152/p07fthdqd8t,0.002,"AR-TX_EHA_02-060270.txt"
41TV436,Early Archaic Period,Angostura Point,9999,,,7999,,0.002,"AR-TX_EHA_02-060270.txt"
41TV1256,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.015,"AR-TX_EHA_02-060270.txt"
41TV1988,Prehistoric,,,-12550,1690,,,0.01,"AR-TX_EHA_02-060270.txt"
41TV443,Prehistoric,,,-12550,1690,,,0.015,"AR-TX_EHA_02-060270.txt"
41WM917,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.018,"AR-TX_EHA_02-060270.txt"
41TV2000,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.015,"AR-TX_EHA_02-060270.txt"
41TV150,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.04,"AR-TX_EHA_02-060270.txt"
41WM1101,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.004,"AR-TX_EHA_02-060270.txt"
41TV40,Paleoindian Era,,-7699,-6999,-6499,,http://n2t.net/ark:/99152/p0qkjhbnbq9,0.001,"AR-TX_EHA_02-060270.txt"
41TV1270,Prehistoric,,,-12550,1690,,,0.01,"AR-TX_EHA_02-060270.txt"
41WM1046,Prehistoric,,,-12550,1690,,,0.012,"AR-TX_EHA_02-060270.txt"
41TV1987,Early Archaic,Gower Point,8499,,,6999,,0.015,"AR-TX_EHA_02-060270.txt"
41WM1012,Historic Period,,,1690,1950,,http://n2t.net/ark:/99152/p07fthdvbjk,0.024,"AR-TX_EHA_02-060270.txt"
41WM1018,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.008,"AR-TX_EHA_02-060270.txt"
41TV1984,Prehistoric,,,-12550,1690,,,0.011,"AR-TX_EHA_02-060270.txt"
41TV2020,Middle Archaic,,,-4050,-2050,,http://n2t.net/ark:/99152/p0m448v3gsp,0.001,"AR-TX_EHA_02-060270.txt"
41WM727,Late Paleoindian,,,-8050,-6050,,http://n2t.net/ark:/99152/p0m448vm427,0.001,"AR-TX_EHA_02-060270.txt"
41WM832,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.001,"AR-TX_EHA_02-060270.txt"
41HY209,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.001,"AR-TX_EHA_02-060270.txt"
41TV1270,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.01,"AR-TX_EHA_02-060270.txt"
41WM267,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.001,"AR-TX_EHA_02-060270.txt"
41TV1978,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.012,"AR-TX_EHA_02-060270.txt"
41TV1278,Prehistoric,,,-12550,1690,,,0.016,"AR-TX_EHA_02-060270.txt"
41TV1979,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.01,"AR-TX_EHA_02-060270.txt"
41WM230,Late Archaic,Ensor Dart,2199,,,1400,,0.001,"AR-TX_EHA_02-060270.txt"
41TV436,Early Archaic Period,Gower Point,8499,,,6999,,0.002,"AR-TX_EHA_02-060270.txt"
41WM596,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.001,"AR-TX_EHA_02-060270.txt"
41TV1980,Prehistoric,,,-12550,1690,,,0.006,"AR-TX_EHA_02-060270.txt"
41TV1987,Late Archaic,Montell Point,2999,,,1000,,0.015,"AR-TX_EHA_02-060270.txt"
41TV1985,Prehistoric,,,-12550,1690,,,0.007,"AR-TX_EHA_02-060270.txt"
41TV1981,Late Archaic,Montell Point,2999,,,1000,,0.015,"AR-TX_EHA_02-060270.txt"
41WM1012,Prehistoric,,,-12550,1690,,,0.024,"AR-TX_EHA_02-060270.txt"
41TV1976,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.016,"AR-TX_EHA_02-060270.txt"
41TV1974,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.018,"AR-TX_EHA_02-060270.txt"
41TV1320,,Gower Point,8499,,,6999,,0.001,"AR-TX_EHA_02-060270.txt"
41WM165,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.002,"AR-TX_EHA_02-060270.txt"
41TV1979,Prehistoric,,,-12550,1690,,,0.01,"AR-TX_EHA_02-060270.txt"
41WM54,Middle Archaic,,,-4050,-2050,,http://n2t.net/ark:/99152/p0m448v3gsp,0.001,"AR-TX_EHA_02-060270.txt"
41WM927,Middle Archaic,,,-4050,-2050,,http://n2t.net/ark:/99152/p0m448v3gsp,0.005,"AR-TX_EHA_02-060270.txt"
41TV541,Prehistoric,Pedernales Dart,2999,,,1999,,0.016,"AR-TX_EHA_02-060270.txt"
41WM1014,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.008,"AR-TX_EHA_02-060270.txt"
41TV1983,Prehistoric,,,-12550,1690,,,0.006,"AR-TX_EHA_02-060270.txt"
41WM133,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.002,"AR-TX_EHA_02-060270.txt"
41WM1023,Prehistoric,,,-12550,1690,,,0.018,"AR-TX_EHA_02-060270.txt"
41TV1401,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.008,"AR-TX_EHA_02-060270.txt"
41TV16,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.001,"AR-TX_EHA_02-060270.txt"
41WM1024,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.007,"AR-TX_EHA_02-060270.txt"
41TV1986,Prehistoric,,,-12550,1690,,,0.007,"AR-TX_EHA_02-060270.txt"
41WM1011,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.007,"AR-TX_EHA_02-060270.txt"
41TV454,Prehistoric,,,-12550,1690,,,0.016,"AR-TX_EHA_02-060270.txt"
41WM165,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.002,"AR-TX_EHA_02-060270.txt"
41TV1290,Late Archaic,Montell Point,2999,,,1000,,0.001,"AR-TX_EHA_02-060270.txt"
41WM439,Late Archaic Period,,,-2299,0400,1200,http://n2t.net/ark:/99152/p0t3585b2rd,0.001,"AR-TX_EHA_02-060270.txt"
41TV1275,Prehistoric,,,-12550,1690,,,0.013,"AR-TX_EHA_02-060270.txt"
41WM133,Early Archaic,Angostura Dart,9999,,,7999,,0.002,"AR-TX_EHA_02-060270.txt"
41WM235,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.002,"AR-TX_EHA_02-060270.txt"
41TV1256,Prehistoric,,,-12550,1690,,,0.015,"AR-TX_EHA_02-060270.txt"
41WM961,,Montell Dart,2999,,,1000,,0.004,"AR-TX_EHA_02-060270.txt"
41TV1221,Middle Archaic,,,-4050,-2050,,http://n2t.net/ark:/99152/p0m448v3gsp,0.004,"AR-TX_EHA_02-060270.txt"
41TV1969,Prehistoric,,,-12550,1690,,,0.008,"AR-TX_EHA_02-060270.txt"
41TV2158,Prehistoric,,,-12550,1690,,,0.008,"AR-TX_EHA_02-060270.txt"
41TV541,,Pedernales Dart,2999,,,1999,,0.016,"AR-TX_EHA_02-060270.txt"
41TV1992,Prehistoric,,,-12550,1690,,,0.008,"AR-TX_EHA_02-060270.txt"
41TV453,Prehistoric,,,-12550,1690,,,0.012,"AR-TX_EHA_02-060270.txt"
41WM1016,Prehistoric,,,-12550,1690,,,0.006,"AR-TX_EHA_02-060270.txt"
41WM559,Paleoindian period,,,-9550,-6850,,http://n2t.net/ark:/99152/p07fthdqd8t,0.001,"AR-TX_EHA_02-060270.txt"
41TV1972,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.008,"AR-TX_EHA_02-060270.txt"
41WM1010,Prehistoric,,,-12550,1690,,,0.021,"AR-TX_EHA_02-060270.txt"
41TV1970,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.012,"AR-TX_EHA_02-060270.txt"
41TV1986,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.007,"AR-TX_EHA_02-060270.txt"
41WM1017,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.01,"AR-TX_EHA_02-060270.txt"
41TV2019,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.001,"AR-TX_EHA_02-060270.txt"
41WM1064,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.013,"AR-TX_EHA_02-060270.txt"
41TV435,Early Archaic Period,Gower Point,8499,,,6999,,0.001,"AR-TX_EHA_02-060270.txt"
41WM927,,Montell Dart,2999,,,1000,,0.005,"AR-TX_EHA_02-060270.txt"
41WM282,Middle Archaic,,,-4050,-2050,,http://n2t.net/ark:/99152/p0m448v3gsp,0.001,"AR-TX_EHA_02-060270.txt"
41TV1981,Prehistoric,,,-12550,1690,,,0.015,"AR-TX_EHA_02-060270.txt"
41WM139,Middle Archaic,,,-4050,-2050,,http://n2t.net/ark:/99152/p0m448v3gsp,0.002,"AR-TX_EHA_02-060270.txt"
41TV1893,Prehistoric,,,-12550,1690,,,0.01,"AR-TX_EHA_02-060270.txt"
41WM13,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.001,"AR-TX_EHA_02-060270.txt"
41TV1969,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.008,"AR-TX_EHA_02-060270.txt"
41TV1987,Prehistoric,,,-12550,1690,,,0.015,"AR-TX_EHA_02-060270.txt"
41WM1018,Prehistoric,,,-12550,1690,,,0.008,"AR-TX_EHA_02-060270.txt"
41TV1400,Prehistoric,,,-12550,1690,,,0.013,"AR-TX_EHA_02-060270.txt"
41TV1993,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.013,"AR-TX_EHA_02-060270.txt"
41TV541,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.016,"AR-TX_EHA_02-060270.txt"
41WM432,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.004,"AR-TX_EHA_02-060270.txt"
41TV1268,Prehistoric,,,-12550,1690,,,0.01,"AR-TX_EHA_02-060270.txt"
41WM1013,Oakalla,,,-3150,-2650,,http://n2t.net/ark:/99152/p0qkjhbrv6d,0.019,"AR-TX_EHA_02-060270.txt"
41WM1132,Prehistoric,,,-12550,1690,,,0.011,"AR-TX_EHA_02-060270.txt"
41WM961,Middle Archaic,,,-4050,-2050,,http://n2t.net/ark:/99152/p0m448v3gsp,0.004,"AR-TX_EHA_02-060270.txt"
41TV441,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.002,"AR-TX_EHA_02-060270.txt"
41TV1989,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.012,"AR-TX_EHA_02-060270.txt"
41TV1982,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.017,"AR-TX_EHA_02-060270.txt"
41TV1221,Late Archaic,Montell Point,2999,,,1000,,0.004,"AR-TX_EHA_02-060270.txt"
41TV1975,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.01,"AR-TX_EHA_02-060270.txt"
41TV1320,,Angostura Point,9999,,,7999,,0.001,"AR-TX_EHA_02-060270.txt"
41KM16,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.001,"AR-TX_EHA_02-060270.txt"
41TV627,Paleoindian period,,,-9550,-6850,,http://n2t.net/ark:/99152/p07fthdqd8t,0.001,"AR-TX_EHA_02-060270.txt"
41TV1991,Prehistoric,,,-12550,1690,,,0.008,"AR-TX_EHA_02-060270.txt"
41WM49,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.001,"AR-TX_EHA_02-060270.txt"
41WM1015,Prehistoric,,,-12550,1690,,,0.007,"AR-TX_EHA_02-060270.txt"
41TV436,Middle Archaic,,,-4050,-2050,,http://n2t.net/ark:/99152/p0m448v3gsp,0.002,"AR-TX_EHA_02-060270.txt"
41TV443,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.015,"AR-TX_EHA_02-060270.txt"
41WM1013,Prehistoric,,,-12550,1690,,,0.019,"AR-TX_EHA_02-060270.txt"
41WM917,Prehistoric,,,-12550,1690,,,0.018,"AR-TX_EHA_02-060270.txt"
41TV1993,Prehistoric,,,-12550,1690,,,0.013,"AR-TX_EHA_02-060270.txt"
41TV1946,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.069,"AR-TX_EHA_02-080057 .txt"
41TV1181,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.069,"AR-TX_EHA_02-080057 .txt"
41TV1947,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.069,"AR-TX_EHA_02-080057 .txt"
41TV1231,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.103,"AR-TX_EHA_02-080057 .txt"
41TV1948,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.069,"AR-TX_EHA_02-080057 .txt"
41TV1222,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.103,"AR-TX_EHA_02-080057 .txt"
41TV1186,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.069,"AR-TX_EHA_02-080057 .txt"
41TV1185,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.069,"AR-TX_EHA_02-080057 .txt"
41TV1138,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.103,"AR-TX_EHA_02-080057 .txt"
41TV1949,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.069,"AR-TX_EHA_02-080057 .txt"
41TV1223,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.103,"AR-TX_EHA_02-080057 .txt"
41TV1180,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.069,"AR-TX_EHA_02-080057 .txt"
41TA299,Prehistoric,,,-12550,1690,,,0.051,"AR-TX_EHA_02-110024.txt"
41TA298,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.11,"AR-TX_EHA_02-110024.txt"
41TA300,Prehistoric,,,-12550,1690,,,0.068,"AR-TX_EHA_02-110024.txt"
41TA297,Prehistoric,,,-12550,1690,,,0.051,"AR-TX_EHA_02-110024.txt"
41TA306,Prehistoric,,,-12550,1690,,,0.11,"AR-TX_EHA_02-110024.txt"
41TA306,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.11,"AR-TX_EHA_02-110024.txt"
41TA296,Prehistoric,,,-12550,1690,,,0.085,"AR-TX_EHA_02-110024.txt"
